"Knzz_bkGA00J","Comparative Analysis of Six XML Schema Languages","D Lee, WW Chu","ACM SIGMOD Record,","2000"
"ko0i4AzclBgJ","An effective hash based algorithm for mining associative rules","J Park, M Chen, P Yu","ACM SIGMOD",""
"KO3FcQ57_rkJ","Temporal Conditions and Integrity Constraints in Active Database Systems","AP Sistla, O Wolfson","SIGMOD Conference,","1995"
"KO6M4Fc8-80J","javax. XXL: A Prototype for a Library of Query Processing Algorithms","J Van der Bercken, JP Dittrich, B Seeger","Proceedings of ACM",""
"Ko9e8CH2Si4J","Fast joins using join indices","L Zhe, AR Kenneth","The VLDB Journal,",""
"KoI8CRWkAYsJ","Solving Satisfiability Problems in Database Systems","S Guo, W Sun, MA Weiss","ACM Transactions on Database Systems,",""
"Koo3549nY2kJ","An Efficient Data Clustering Method for Very Large Databases","Z Tian, R Ramakrishnan, MB Livny","Proceedings of the 1996 ACM SIGMOD International Conference  &hellip;,",""
"kooQijVBMscJ","Sleepers and Workaholics: Caching Strategies in Mobile Environments,Aƒâ€šA‚Âº Very Large Databases J","D Barbara, T Imielinski","","1995"
"KOpz_NXJ3WUJ","NonStop SQL: Scalability and Availability for Decision Support","S Englert","SIGMOD Conference,","1994"
"kOSE6UVijD8J","Cost-Based Selection of Path Expression in Object-Oriented Databases","G Gardarin, J Gruser, Z Tang","Proc. 22nd International Conference on Very Large Data Bases",""
"kp2T3GlqI3cJ","Logical Design for Temporal Databases with Multiple Granularities","XSWCBA Brodsky, S Jajodia","i&gt; ACM Trans. Database Systems,&lt;/i&gt; to appear,",""
"KpQrgYyji34J","A critique of ANSI SQL isolation levels","H Berenson, P Bernstein, J Gray, J Melton","Proceedings of the ACM SIGMOD International Conference on  &hellip;,","1995"
"kPTa4IiS_sgJ","The Zero Latency Enterprise","D Liles","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","2000"
"KPU-guH7cCkJ","Efficiently instantiating view-objects from remote relational databases","BS Lee, G Wiederhold","The VLDB Journal The International Journal on Very Large  &hellip;,","1994"
"KQ6elbYA84QJ","Distributed deviation detection in sensor networks","T Palpanas, D Papadopoulos, V Kalogeraki, D  ","ACM SIGMOD Record,","2003"
"KQJW4bzA8coJ","H. and PS Yu. Clustering by pattern similarity in large data sets","H Wang","Proc. the ACM SIGMOD International Conference on Management ",""
"kQOOd6RAo1AJ","Wrapper Generation for Semi-Structured Internet Sources, 1997","N Ashish, C Knoblock","ACM SIGMOD Record,",""
"KrAyBSajhZEJ","Heterogeneous Database Query Optimization in DB2 Universal DataJoiner","S Venkataraman, T Zhang","VLDB,","1998"
"krAZ7iDMEOQJ","Structure and Value Synopses for XML Data Graphs","N Polyzotis, MN Garofalakis","VLDB,","2002"
"KrfR8djb3C8J","Compressing SQL workloads","S Chaudhuri, AK Gupta, VR Narasayya","",""
"kRHYZELNeoIJ","Incremental Updates of Inverted Lists for Text Document Retrieval","A Tomasic, H Garcia-Molina, K Shoens","SIGMOD RECORD,","1994"
"KRLEL-N4Ce8J","Persistent Threads","F Matthes, JW Schmidt","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1994"
"KrVgTXcNPPUJ","Selectivity Estimation in Spatial Databases, ACM SIGMOD Intl","S Achaya, V Poosala, S Ramaswamy","Conference on Management of Data,",""
"ks4Wxa8dHNIJ","A toolkit for negotiation support on multidimensional data","M Gebhardt, M Jarke, S Jacobs","Proceedings of ACM SIGMOD International Conference on  &hellip;,",""
"kSt-Pqp2ilYJ","Evaluating Probabilistic Queries over Imprecise Data","R Cheng, DV Kalashnikov, S Prabhakar","SIGMOD Conference,","2003"
"kT7z4mcwLrYJ","Integrating Mining with Relational Database Systems: Alternatives and Implications","S Sunita, T Shiby, A Rakesh","Proceedings ACM SIGMOD International Conference on  &hellip;,",""
"kThkzwO6AioJ","A Foundation for Multi-Dimensional DB","M Gyssens, VS Lakshmanan","Proc. of the 23rd VLDB,",""
"KtkbM7ohXrEJ","AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","A Lerner, D Shasha","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","2003"
"KTp2S_xbXfYJ","Schema mapping as query discovery","M Hernandez, R Miller, L Haas","Proc. SIGMOD Conf., page,",""
"KuA45Oh0rkYJ","Hierarchical prex cubes for range-sum queries","CY Chan, YE Ioannidis","Proceedings of the 25th International Conference on Very ",""
"kUA9e6YP8igJ","Response to AƒÂ¢??A close look at the IFO data modelAƒÂ¢??","S Abiteboul, R Hull","ACM SIGMOD Record,","1995"
"KUB7XvwH30AJ","Incremental Data Structures and Algorithms for Dynamic Query Interfaces","E Tanin","SIGMOD Record,","1996"
"KUGjzt-IgpoJ","BIRCH: An Efficient Data Clustering Method for Very Large DatabasesAƒâ€šA‚Â», Jagadish HV, Mumick IS, Eds","T Zhang, R Ramakrishnan, M Livny","Proceedings of the 1996 ACM SIGMOD International Conference ",""
"KureLsKbUXYJ","Towaxds a cooperative transaction model--The cooperative activity model","M Rnsinkiewicz, W KlasAƒÂ¢?A‚Â¦","Proc. Int. Conf. Very Large Data Bases, Dayal U, Gray P,  &hellip;,",""
"kuueK-yBQqMJ","Incremental maintenance for materialized views over semistructured data, 1998","S Abiteboul, J McHugh, M Rys, V Vassalos, J Wiener","Stanford University Technical",""
"kUUIJxLeO9QJ","Sing the truth about ad hoc join costs","LM Haas, MJ Carey, M Livny, A Shukla","The VLDB JournalAƒÂ¢??The International Journal on Very Large  &hellip;,","1997"
"KUYFJk7kXGEJ","Monitoring streams-a new class of data management applications","S Zdonik, U Cetintemel, M Cherniack, C Convey, S  ","VLDB Conference,",""
"KuYVVTlHVXcJ","On Database Theory and XML","D Sicui","SIGMOD",""
"kUzm9ofgc1UJ","Distributing a Search Tree Among a Growing Number of Processors. To app. at ACM-SIGMOD Int. Conf","B Kroll, P Widmayer","On Management of Data,",""
"Kv3ZFRUKCogJ","MiniCon: A scalable algorithm for answering queries using views","R Pottinger, A Halevy","The VLDB Journal The International Journal on Very Large  &hellip;,","2001"
"KVEv4thH4CgJ","Mining quantitative association rules in large relational tables","R Srikant, R Agrawal","","1996"
"kvFoPg6MAoYJ","HS and Shim, K. 1995. Fast similarity search in the presence of noise, scaling and translation in  ","RL Agrawal, K Sawhney","Proceedings of the 21st International Conference on Very ",""
"KwgLlNLlaTcJ","Mining Quantitative Association Rules in Large Tables","R Srikant, R Agrawal","",""
"Kw_1o5V8Ot4J","XTRACT: A system for extracting document type descriptors from XML documents","A Gionis, M Garofalakis, R Rastogi, S Seshadri, K  ","Proc. of ACMSIGMOD 2000 International Conference on  &hellip;,",""
"kxebBNLKWl4J","WATCHMAN: A Data Warehouse Intelligent Cache Manager","P Scheuermann, J Shim, R Vingralek","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1996"
"kxGdQhvpi_sJ","How to Summarize the Universe: Dynamic Maintenance of Quantiles","AC Gilbert, Y Kotidis, S Muthukrishnan, M Strauss","VLDB,","2002"
"kxIpDxLD46gJ","Image Mining in IRIS: Integrated Retinal Information System","W Hsu, ML Lee, KG Goh","SIGMOD Conference,","2000"
"KxwymZ2AGNQJ","Cost-Based Optimization of Decision Support Queries Using Transient Views","SN Subramanian, S Venkataraman","SIGMOD Conference,","1998"
"ky-2yjNGtW8J","Understanding the Global Semantics of Referential Actions using Logic Rules","W May, B Ludascher","ACM TRANSACTIONS ON DATABASE SYSTEMS,","2002"
"KYhmilHkq_IJ","EOS: An Extensible Object Store","A Biliris, E Panagos","SIGMOD Conference,","1994"
"kYl-9cV8gloJ","A Scalable Architecture for Autonomous Heterogeneous Database Interactions","S Milliner, A Bouguettaya, MP Papazoglou","Proceedings of the 21th International Conference on Very  &hellip;,","1995"
"kyO1P49ldlEJ","Translating Web Data","R Fagin, M Hernandez, L Popa, R Miller, Y  ","Proc. of the 28th",""
"kyUXzFPXzwIJ","M. and Ramakrishnan, R. 1996. SEQ: Design &amp; implementation of sequence database system","PL Seshadri","Proceedings of the 22nd International Conference on Very ",""
"kYYJq-JrCn0J","DB2 Query ParallelAƒÂ¢??ism: Staging and Implement at ion","Y Wang","",""
"kZaX18AOqfQJ","A top-down approach for two-level serializability","AM Atroun, M Ouzzani, NL Belkhodjia","VLDB 1994,",""
"kZFfJieudW4J","Efficient retrieval of similar shapes","D Rafiei, AO Mendelzon","The VLDB Journal The International Journal on Very Large  &hellip;,","2002"
"K_qOxjIJWpQJ","Data in Your Face&quot;: Push Technology in Perspective (Invited Paper) ACM SIGMOD Intl","M Franklin, S Zdonik","Conference on Management of Data, Seattle, WA, June,",""
"l-9pykkOVrkJ","OFL: A Functional Execution Modell for Object Query Languages","G GardarinT, F Machuca, P Pucheral","",""
"l-QHiSxClXcJ","Query Optimization by Predicate Move-Around","AY Levy, IS Mumick, Y Sagiv","Proceedings of the 20th International Conference on Very  &hellip;,","1994"
"l-Sn0enuHxkJ","Evaluating Top-k Selection Queries","S Chaudhuri, L Gravano","VLDB,","1999"
"l0W27c1C3NwJ","LH*-A Scalable, Distributed Data Store","W Litwin, MA Neimat, DA Schneider","ACM Transactions on Database Systems (TODS),",""
"L1IBwD8w1G0J","Intelligent Rollups in Multidimensional OLAP Data","G Sathe, S Sarawagi","VLDB,","2001"
"L1m30vG-d5sJ","A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters","F Reiss, T Kanungo","SIGMOD Conference,","2003"
"l1tbsG6UXaMJ","The Garlie Project","MT RothAƒÂ¢?A‚Â¦","Proceedings of ACM SIGMOD Conference,",""
"L1xeH5yC0fgJ","Data-driven, oneto-one web site generation for data-intensive applications","P Fraternali, S Ceri, S Paraboschi","Proc. 25th VLDB",""
"L2c8XblCSicJ","The Microsoft Repository","PA Bernstein, B Harry, P Sanders","VLDB,","1997"
"l2y2U5f48WcJ","A Probabilistic Relational Model and Algebra","D Debabrata, S Sumit","ACM Transactions on Database",""
"L4k3lAWc-JgJ","Mining Insurance Data at Swiss Life","JU Kietz, U Reimer, M Staudt","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1997"
"l4SlX8_cAeQJ","Mining Frequent Patterns without Candidate Generation: A Frequent-Pattern Tree Approach","J Han, J Pei, Y Yin, R Mao","Data Mining and Knowledge Discovery,","2004"
"l4zJZIJGgyQJ","On completeness of historical query languages","J Clifford, A Croker, A Tuzhilin","ACM Transactions on Database Systems,",""
"l5GboAkBH1AJ","DataGuides: Enabling Query Formulation and Optimization in Semi-structured Databases, the 23rd Int","R Goldman, J Widom","Conf. on Very Large Databases (VLDB), Athens, Greece,",""
"l5_H15LkpCsJ","AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions","A Hulgeri, S Sudarshan","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","2003"
"L61_1TEGBLYJ","A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite","M Gillmann, J Weissenfels, G Shegalov, W Wonner, G ","SIGMOD Conference,","2000"
"l72i358_vjYJ","Quasi cubes: Exploiting approximations in multidimensional databases. SIGMOD Record, 26 (3): 12-17,  ","D Barbara, M Sullivan","A CM SIGMOD Workshop on Research Issues on Data Mining and  &hellip;,",""
"l78OeieL4ZsJ","PeerDB: Peering into Personal Databases","BC Ooi","Proceedings of ACM SIGMOD Intl. Conf. on Management of",""
"l7glyH7ltuQJ","Tuple Routing Strategies for Distributed Eddies","F Tian, DJ DeWitt","VLDB,","2003"
"l7KC1qG6OGEJ","Temporal Coalescing with Now, Granularity, and Incomplete Information","CE Dyreson","SIGMOD Conference,","2003"
"L7vxP-dXbukJ","On-demand data elevation in a hierarchical multimedia storage server","P Triantallou, T Papadakis","Proc. of 23rd Intl. Conf. on Very Large Data Bases, VLDB,","1997"
"L7XmLpQLXBIJ"," . and Sheila Tejada. ARIADNE: A system for constructing mediators for internet sources (system  ","JL Ambite, N Ashish, G Barish","Proc. of A CM SIGMOD Conf. on Management of",""
"L854PhEQPTsJ"," ). PowerBookmarks: A system for personalizable web information organization, sharing, and management","WS Li, Q Vu, DH Agrawal","&hellip;  International World Wide Web Conference, Toronto,",""
"L9eva_gsxrIJ","Composite Events for Active Databases: Semantics, Contexts and Detection","S Chakravarthy, V Krishnaprasad, E Anwar, SK Kim","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1994"
"L9rzYv5OWpgJ","Computing Capabilities of Mediators Extended Version. http: www-db","R Yerneni, C Li, H Garcia-Molina, J Ullman","stanford. edu pubpapersmedtemp.",""
"lAbG3uFZvVUJ","Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94","J Widom","SIGMOD Record,","1994"
"LAvs6Oe0ygMJ","A Taxonomy of Correctness Criteria in Database App: Iications","RK Ramamritham, P Chrysanthis","VLDB",""
"laYa1No1nisJ","Materialized View Selection for Multidimensional Database","A Shukla, P Deshpande","Proceedings of 24 International Conference on Very Large  &hellip;,",""
"LBp-UtmfcScJ","Time series similarity search measures and time series indexing","D Gunopoulos, G Das","Proceedings of the ACM SIGMOD,",""
"lC5GjK5OpD0J","Issues in data stream management","L Golab","SIGMOD RECORD,","2003"
"LclVYrb7vJoJ","Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols","O Ulusoy, A Buchmann","SIGMOD Record,","1996"
"LCmaogUdo_YJ","DBIS-Toolkit: Adaptive Middleware for Large Scale Data Delivery,(Demonstration Description)","M Altinel, D Aksoy, T Baby, M Franklin, W Shapiro, ","Proc. ACM SIGMOD Int&#39;l Conf. on Management of",""
"lCQ0HZYyYNcJ","A Robust, Optimization-Based Approach for Approximate Answering of Aggregation Queries","S Chaudhuri, G Das, V Narasayya","Proc.",""
"lcqKNOEczxsJ","A distributed algorithm for adaptive replication of data","O Wolfson","","1990"
"LcX8Pm2ABJsJ","Crawling the Hidden Web","S Raghavan, H Garcia-Molina","VLDB,","2001"
"lD7OgF3Xw6wJ","and Vitter, J. Supporting incremental join queries on ranked inputs","A Natsev, YC Chang, J Smith, CS Li","","2001"
"LD8Mtycec9EJ","NJ, and EA Rundensteiner. Spatial joins using R-trees: Breadth-first traversal with global  ","YW Huang","VLDBAƒÂ¢??97, Proceedings of 23rd International Conference on  &hellip;,",""
"lDNAWc5SrmIJ","Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions","F Carino, WO'Connell","VLDB,","1998"
"lDTPyBMtHVwJ","Obtaining Complete Answers from Incomplete Databases","AY Levy","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1996"
"lduaYmELtHoJ","Optimization of Constrained Frequent Set Queries with 2-variable Constraints","LVS Laksmanan, RT Ng, J Han, A Pang","Proc. ACM SIGMOD (Philadelphia, Pennsylvania,",""
"LDv4my6gWJQJ","Value-cognizant Speculative Concurrency Control for Real-time Databases","A Bestavros, S Braoudakis","Information Systems,","1996"
"LDxiVdRU6EEJ","Using Referential Integrity To Easily Define Consistent Subset Replicas","B Hammond","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1996"
"LEi_Rzm1iH0J","On Parallel Execution of Multiple Pipelined Hash Joins","HI Hsiao, MS Chen, PS Yu","SIGMOD Conference,","1994"
"lEqiau26hxoJ","XQuery: A Query Language for XML.","DD ChamberlinAƒÂ¢?A‚Â¦","",""
"lES-P-Whyd4J","Yfilter: Path Sharing and Predicate Evaluation for High-Performance XMPslL Filtering","Y Diao, M Altinel, MJ Franklin, H Zhang, P Fischer","ACM Transactions on Database Systems (TODS)",""
"LF2aUSIWko4J","Bank of America Case Study: The Information Currency Advantage","F Carino, M Jahnke","VLDB,","1998"
"LfS9Vr-FSZEJ","Xtrie: Efficient filtering of XML documents with XPath expressions","CY Chan, P Felber, M Garofalakis, R Rastogi","Proc. of 18th International Conference on Data Engineering,(",""
"lG6uSYhEGnQJ","ASSET: A System for Supporting Extended Transactions","A Billiris, D Gehani, H Jagadish, K Ramamritham","Proceedings of SIGMOD,",""
"Lg8yEjB8jmAJ","Optimization of dynamic query execution plans","R Cole, G Graefe","Proc. of the ACM SIGMOD Int.",""
"lgCzXE4LjkIJ","Mediator languages-a proposal for a standard, April 1996","P Buneman, L Raschid, J Ullman","",""
"lGyhpsPV6ogJ","Value-cognizant Speculative Concurrency Control","A Bestavros, S Braoudakis","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1995"
"lhEP-ANTkfgJ","Visual Web Information Extraction with Lixto","G Gottlob, R Baumgartner, S Flesca","Proc. VLDB,",""
"LhjvKpDcJKUJ","Managing a DB2 Parallel Edition Database","G Fecteau","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1995"
"lH_n19yVmWgJ","Implementation of the CORAL deductive database system","R Ramakrishnan, D Srivastava, S Sudarshan, P  ","Proceedings of ACM SIGMOD International Conference on  &hellip;,","1993"
"LiIWlw3oNgUJ","Partition Selection Policies in Object Database Garbage Collection","JE Cook, AL Wolf, BG Zorn","SIGMOD Conference,","1994"
"LIjye8V-mM0J","XQueC: Pushing XML Queries to Compressed XML Data (demo)","A Arion, A Bonifati, G Costa, SDAƒÂ¢??Aguanno, I  ","Proc. of the VLDB",""
"LImRBeAtjMQJ","Dimensionality Reduction for Similarity Searching in Dynamic Databases","RK KV, D Agrawal, A El Abbadi, A Singh","University of California at Santa Barbara, Santa Barbara, CA,",""
"LitNePng-ckJ","Za t, M. 1995b. Querying shapes of histories","R Agrawal, G Psaila, EL Wimmers","Proc. of the 21st Int&#39;l Conference on Very Large",""
"LIUl6zpveGQJ","Issues in Ontology-based Applications [J]","C Zhan, DM Jones, PO'Bfien","SIGMOD Record,",""
"LiYp5oaDwbMJ","Database indexing for large DNA and protein sequence collections","E Hunt, MP Atkinson, RW Irving","The VLDB Journal The International Journal on Very Large  &hellip;,","2002"
"LJ4M8B9mNWAJ","The Partitioned-List Approach","JL Wiener, JF Naughton, OBL Revisited","Proceedings of the 21th International Conference on Very ",""
"Lj8CI8ALd9UJ","Parallel database systems in the 1990's","MJ Carey","ACM Computing Surveys",""
"LJdSx1Di81MJ","Fast High-Dimensional Data Search in Incomplete Databases","BC Ooi, CH Goh, KL Tan","VLDB,","1998"
"LjfcoraomoEJ","Are We Working on the Right Problems?","M Stonebraker","SIGMOD RECORD,","1998"
"LjHrrOD-Db0J","On-Line Warehouse View Maintenance for Batch Updates. the ACM SIGMOD Conf","D Quass, J Widom","","1997"
"LJKpMU1tIlcJ","A query language and processor for a web-site management system","M Fernandez, D Florescu, A Levy, D Suciu","",""
"Ljpkq7MPqeEJ","Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures","WOAƒÂ¢??Connell, IT Ieong, D Schrader, C Watson, G Au ","Proceedingsof the 1996 ACM SIGMOD International Conference ",""
"LjrsWIr3rhAJ","CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database","J Shen, AHH Ngu, J Shepherd, DQ Huynh, QZ Sheng","SIGMOD Conference,","2003"
"lJvmD13lHJIJ","Fastmap: A fast algorithm for indexing, data mining and visualization of traditional and multimedia","C Faloutsos, K Lin","Proc. of SIGMOD,",""
"lkNgibBst0MJ","Retrieval of Pictures Using a Similarity based approach employing Indices on Spatial Relationships","AP Sistla, C Yu","",""
"lkreWUl_euYJ","Comprehension Syntax","P Buneman, L Libkin, D Suciu, V Tannen, L Wong","SIGMOD Record,","1994"
"lkrtCULVA6oJ","A study on data point search for HG-trees","J Kuan, P Lewis","SIGMOD Record,","1999"
"LL9Guuh490sJ","formerly known as SQL3","J Melton, SQL Andrew Eisenberg","SIGMOD Record, Feb,",""
"lLARMvKaIQMJ","Promises and Realities of Active Database Systems","E Simon, A Kotz-Dittrich","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1995"
"llb7DerHoGIJ","A Scalable Algorithm for Answering Queries Using Views Proc. of the Int","R Pottinger, AY Levy","Conf. on Very Large Data Bases (VLDB),",""
"llGIoKCzsiYJ","Mining System Audit Data: OpportunitiesandChallenges","W Lee, W Fan","SIGMOD Record,",""
"LLIkm2GMqakJ","GEA: a toolkit for gene expression analysis","JM Phan, RT Ng","",""
"LlP2Fn3bzUMJ","The National Medical Knowledge Bank","W Sterling","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1998"
"LlPkfgH5fCIJ","Random SamplingTechniques For Space Efficient Computation Of Large Dataset s","G Singh, S Rajagopalan, B Lindsay","Proceedings of SIGMOD, Philladelphia PA,",""
"Llr0ikQ8yIIJ","Semantic B2B Integration: Issues in Ontology-based Approaches",", D Jones","SIGMOD Record,","2002"
"llVBkO6kYZoJ","A data model and data structures for moving objects databases","E Nardelli, M Schneider, L Forlizzi, RH GAƒÆ’A‚Â¼ting","ACM SIGMOD,",""
"LlZwS4UrRtkJ","Practical Applications of Triggers and Constraints: Success Stories and Lingering Issues","S Ceri, RJ Cochrane, J Widom","26th Very Large Data Bases Conference Proceedings,",""
"lmhkvir9Z84J","Vassalos, Template-Based Wrappers in the TSIMMIS System, ht tp://WWWDB","J Hammer, H Garcia-Molina, S Nestorov, R Yerneni,  ","Stanford. EDU/tsimmis/publications.",""
"lmKF8hAYUkMJ","Spatio-Temporal Retrieval with RasDaMan (system demonstration)","P Baumann, A Dehmel, P Furtado, R Ritsch, N  ","Proc. Very Large Data Bases (VLDB), Edinburgh,",""
"lMKrltuk53EJ","The Ins and Outs of Data Warehousing","D Schneider","Tutorial on the VLDB",""
"lMlFez_Iq2gJ","Improved HistogramsforSelectivity EstimationofRangePredicates","V Poosala, YE Ioannidis, PJ Haas, EJ Shekita","ACM SIGMOD Int. Conf. on Management of Data, Montreal,  &hellip;,",""
"lmLjPf_m6jwJ","Efficient Algorithms for Processing XPath Queries","G Gottlob, C Koch, R Pichler","ACM Transactions on Database Systems,","2005"
"LMm4_4_uNNoJ","BIndexing the positions of continuously moving objects,^ in Proceedings of the ACM International  ","S Saltenis, CS Jensen, ST Leutenegger, MA Lopez","","2000"
"lMTodOXT45MJ","Improved Query Performance with Variant Indexes","D Quass","",""
"LMV_K5t2am0J","Self-Adaptive, On-Line Reclustering of Complex Object Data",", R King","SIGMOD RECORD,","1994"
"lmXiI4fB9vgJ","Data mining using two-dimensional optimized association rules: Scheme, algorithms, and visualization ","T Fukuda, Y Morimoto, S Morishita, T Tokuyama","","1996"
"LMz7v87sxxYJ","Integrated document caching and prefetching in storage hierarchies based on Markov-chain predictions","A Kraiss, G Weikum","The VLDB Journal The International Journal on Very Large  &hellip;,","1998"
"LN1TWlAUa0wJ","Garcia-Molina. Comparing Hybrid Peer-to-Peer Systems. 7","B Yang","Proceedings of Very Large Databases",""
"ln1yHhG7gdgJ","INSITE: A Tool for Interpreting Users? Interaction with a Web Space","C Shahabi, A Faisal, FB Kashani, J Faruque","Proceedings of the 26th International Conference on Very  &hellip;,","2000"
"LNnvt5TpBhkJ","Exploiting Constraint-Like Data Characterizations in Query Optimization","P Godfrey, J Gryz, C Zuzarte","SIGMOD Conference,","2001"
"Lnp1RVSzInEJ","Sampling for Histogram Construction: How much is enough","S Chaudhuri, R Motwani, VR Narasayya","Proceedings of the ACM SIGMOD International Conference on ",""
"lNvW4tc-B2EJ","Hierarchical compact cube for range-max queries","HG Li, TW Ling, SY Lee","Proceedings of the 26th VLDB",""
"LoDGuFLlvsAJ","The p Operator: Discovering and Ranking on the Semantic Web","K Anyanwu, A Sheth","SIGMOD Record,","2002"
"loFIbaxAcG0J","COMMIX: Towards effective Web information extraction, integration and query answering","W Teng-Jiao, T Shi-Wei, Y Dong-Qing, G Jun, W Yu- ","Proceedings of the 2002 ACM SIGMOD International Conference ",""
"lojHMj5xWEwJ","Principles of Optimally Placing Data in Tertiary Storage Libraries","S Christodoulakis, P Triantafillou, F Zioga","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","1997"
"LoL0Yu6h4VAJ","Evaluation of remote backup algorithms for transaction-processing systems","CA Polyzois, H Garcia-Molina","ACM Transactions on Database Systems,","1994"
"LoR0K8QRGkgJ","An efficient clustering algorithm for large data bases, SIGMOD 1998","S Guha, R Rastogi, A Cure","Proceedings of ACM SIGMOD International Conference on  &hellip;,",""
"lovlkpxUzUsJ","Using Latency-Recency Profiles for Data Delivery on the Web","L Bright, L Raschid","VLDB,","2002"
"LOXd8JPfhpwJ","Applications of the JAVA Programming Language to Database Management","BF Burton, VW Marek","SIGMOD Record,","1998"
"lOZF0Ee3rUQJ","Your Mediators Need Data Conversion!","S Cluet, C Delobel","",""
"lP571q5eN4gJ","Optimized two dimensional optimization rules","T Fukuda, Y Morimoto, S Morishita, T Tokuyama","Proc. SIGMOD,",""
"LPapCvY4RFkJ","Rainbow: Distributed Database System for Classroom Education and Experimental Research","A Helal, H Li","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","2000"
"lphlTARDI9YJ","The Montage extensible DataBlade TM architecture","M Ubell","Proceedings of the ACM SIGMOD International Conference on ",""
"lPIihZrHfg8J","U. etintemel, SB Zdonik, M. Cherniack, and M. Stonebraker. Load shedding in a data stream manager","N Tatbul","Proc. of the 29th International Conference on Very Large  &hellip;,",""
"lPxeU6-K_9EJ","The Montage Extensible DataBlade Architecture","M Ubell","Proc. SIGMOD Intl. Conf. on Management of Data,","1994"
"Lp_ozOkFI30J","Fas-a freshness-sensitive coordination middleware for a cluster of olap components","U Rohm, K Bohm, HJ Schek, H Schuldt","Int. Conf. on Very Large Data Bases,","2002"
"lqAgqxpXpxMJ","A study of four index structures for set-valued attributes of low cardinality","S Helmer, G Moerkotte","",""
"LqcSQT8NlVwJ","Wong. M,AƒÂ¢??Mining Fuzzy Association Rules in Databases,AƒÂ¢??","C Kuok, A Fu","SIGMOD Record-Quarterly Publication of theSpecial Interest  &hellip;,",""
"lrGge6mTVckJ","Moving up the food chain: Supporting E-Commerce Applications on Databases","A Jhingran","SIGMOD Record,","2000"
"lRiSWgNjNtIJ","Managing Intra-operator Parallelism in Parallel Database Systems","MM MD951, D Dewitt","Proc. VLDB Conference, Zurich,",""
"LrJw7qiWElQJ","On Parallel Processing of Aggregate and Scalar Function in Object-Relational DBMS","M Jaedicke, B Mitschang","Proc. ACM SIGMOD Int. Conf. on Management of",""
"lRL4LmMtwnYJ","A Data Warehousing Architecture for Enabling Service Provisioning Process","Y Kotidis","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,","2001"
"LROAexi_0UEJ","AƒÆ’A‚Â¢AƒÂ¢?A‚Â¬ Aƒâ€¦?An Overview of Data Warehousing and OLAP Technologies, AƒÆ’A‚Â¢AƒÂ¢?A‚Â¬Aƒâ€š? Proc","S Chaudhuri, U Dayal","ACM SIGMOD,",""
"lrocSfnfPrMJ","JO Querying heterogeneous information sources using source descriptions","AY Levy, A Rajaraman","Proceedings of the 22th International Conference on Very ",""
"lr_Kq9SZLY8J","Duplicate Removal in Information System Dissemination","TW Yan, H Garcia-Molina","Proceedings of the 21th International Conference on Very  &hellip;,","1995"
"Ls7vkMLcYmkJ","Efficiently Mining Long Patterns from Datasets","RJ Bayardo","Proc. ACM SIGMOD, IntAƒÂ¢??l Conf. Management of Data,",""
"LseDURw3BXMJ","Mining E-maU Content for Author Identification Forensics","O de Vel, A Anderson, M Corney, G Mohay","SIGMOD Record,","2001"
"lSJVvYYknn0J","Efficient Materialization and Use of Views in Data Warehouses","MF de Souza, MC Sampaio","SIGMOD Record,","1999"
